domain,yin_name,yin_state,yin_website,yin_twitter,yin_youtube,yin_facebook,yin_owner,yin_medium,yin_source,yin_collection_date,yin_is_news
dcw50.com,WDCW,DC,http://dcw50.com/,,http://www.youtube.com/user/DC50tv,https://www.facebook.com/pages/DC50/65421276070,Tribune,TV station,tribunemedia.com,2018-08-04 01:06:48.283394,1
wjla.com,WJLA,DC,http://www.wjla.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
kjwp2.com,KJWP,DE,http://kjwp2.com/,,,,PMCM TV,TV station,stationindex,2018-08-02 14:55:24.612585,1
whyy.org,WHYY,DE,http://www.whyy.org/,,,,"WHYY, Inc.",TV station,stationindex,2018-08-02 14:55:24.612585,1
wedu.org,WEDU,FL,http://www.wedu.org/,,,,Florida West Coast Public Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
tampabays10.com,WTSP,FL,http://www.tampabays10.com/,,,,Tegna Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
fox13news.com,WTVT,FL,http://www.fox13news.com/,,,,Fox Television Stations,TV station,stationindex,2018-08-02 14:55:24.612585,1
usf.edu,WUSF,FL,http://www.wusf.usf.edu/,,,,University of South Florida,TV station,stationindex,2018-08-02 14:55:24.612585,1
ctnonline.com,WCLF,FL,http://www.ctnonline.com/,,,,Christian Television Network,TV station,stationindex,2018-08-02 14:55:24.612585,1
wfts.com,WFTS,FL,http://www.wfts.com/,,,,E.W. Scripps,TV station,stationindex,2018-08-02 14:55:24.612585,1
mor-tv.com,WMOR,FL,http://www.mor-tv.com/,,,,Hearst Corporation,TV station,stationindex,2018-08-02 14:55:24.612585,1
wfla.com,WTTA,FL,https://www.wfla.com/great-38,,,,Nexstar Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
wwsb.com,WWSB,FL,http://www.wwsb.com/,,,,Calkins Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
wpbt2.org,WPBT,FL,http://www.wpbt2.org/,,,,Community Television Foundation of South Florida,TV station,stationindex,2018-08-02 14:55:24.612585,1
nbcmiami.com,WTVJ,FL,http://www.nbcmiami.com/,,,,NBC Universal,TV station,stationindex,2018-08-02 14:55:24.612585,1
wsvn.com,WSVN,FL,http://www.wsvn.com/,,,,Sunbeam Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
local10.com,WPLG,FL,http://www.local10.com/,,,,BH Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
wlrn.org,WLRN,FL,http://www.wlrn.org/,,,,Miami-Dade County Public Schools,TV station,stationindex,2018-08-02 14:55:24.612585,1
mega.tv,WSBS,FL,http://www.mega.tv/,,,,Spanish Broadcasting System,TV station,stationindex,2018-08-02 14:55:24.612585,1
sflcw.com,WSFL,FL,http://sflcw.com/,,,,Tribune,TV station,stationindex,2018-08-02 14:55:24.612585,1
americateve.com,WJAN-CD,FL,http://www.americateve.com/,,,,Sherjan Broadcasting Company,TV station,stationindex,2018-08-02 14:55:24.612585,1
telemundo51.com,WSCV,FL,http://www.telemundo51.com/,,,,NBC Universal,TV station,stationindex,2018-08-02 14:55:24.612585,1
becon.tv,WBEC,FL,http://www.becon.tv/,,,,Broward County Public Schools,TV station,stationindex,2018-08-02 14:55:24.612585,1
wesh.com,WESH,FL,http://www.wesh.com/,,,,Hearst Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
local6.com,WKMG,FL,http://www.local6.com/,,,,Graham Media Group,TV station,stationindex,2018-08-02 14:55:24.612585,1
wftv.com,WFTV,FL,http://www.wftv.com/,,,,Cox Enterprises,TV station,stationindex,2018-08-02 14:55:24.612585,1
cw18tv.com,WKCF,FL,http://www.cw18tv.com/,,,,Hearst Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
wucftv.org,WUCF,FL,http://wucftv.org/,,,,University of Central Florida,TV station,stationindex,2018-08-02 14:55:24.612585,1
fox35orlando.com,WOFL,FL,http://www.fox35orlando.com/,,,,Fox Television Stations,TV station,stationindex,2018-08-02 14:55:24.612585,1
whdotv38.com,WHDO-CA,FL,http://www.whdotv38.com/,,,,"Local HDTV, Inc.",TV station,stationindex,2018-08-02 14:55:24.612585,1
wacxtv.com,WACX,FL,http://www.wacxtv.com/,,,,Associated Christian Television System,TV station,stationindex,2018-08-02 14:55:24.612585,1
tv52.org,WTGL,FL,http://www.tv52.org/,,,,Good Life Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
my65orlando.com,WRBW,FL,http://www.my65orlando.com/,,,,Fox Television Stations,TV station,stationindex,2018-08-02 14:55:24.612585,1
wptv.com,WPTV,FL,http://www.wptv.com/,,,,E.W. Scripps,TV station,stationindex,2018-08-02 14:55:24.612585,1
wpecnews12.com,WPEC,FL,http://www.wpecnews12.com/,,,,Freedom Communications,TV station,stationindex,2018-08-02 14:55:24.612585,1
wjeb.org,WTCE,FL,http://www.wjeb.org/,,,,Jacksonville Educators Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
wpbf.com,WPBF,FL,http://www.wpbf.com/,,,,Hearst Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
wflxfox29.com,WFLX,FL,http://www.wflxfox29.com/,,,,Raycom,TV station,stationindex,2018-08-02 14:55:24.612585,1
wxel.org,WXEL,FL,http://www.wxel.org/,,,,Barry Telecommunications,TV station,stationindex,2018-08-02 14:55:24.612585,1
my15wtcn.com,WTCN-CA,FL,http://my15wtcn.com/,,,,Sinclair Broadcast Group,TV station,stationindex,2018-08-02 14:55:24.612585,1
whdt.net,WHDT,FL,http://www.whdt.net/,,,,MIG Broadcast Group / Guenter Marksteiner,TV station,stationindex,2018-08-02 14:55:24.612585,1
wfgc.com,WFGC,FL,http://www.wfgc.com/,,,,Christian Television of Palm Beach County,TV station,stationindex,2018-08-02 14:55:24.612585,1
news4jax.com,WJXT,FL,http://www.news4jax.com/,,,,Graham Media Group,TV station,stationindex,2018-08-02 14:55:24.612585,1
wjct.org,WJCT,FL,http://www.wjct.org/,,,,,TV station,stationindex,2018-08-02 14:55:24.612585,1
firstcoastnews.com,WTLV,FL,https://www.firstcoastnews.com/,,,,Tegna Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
fox30jax.com,WFOX,FL,https://www.fox30jax.com/,,,,Newport Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
actionnewsjax.com,WJAX,FL,http://www.actionnewsjax.com/,,,,Bayshore Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
wsre.org,WSRE,FL,http://www.wsre.org/,,,,Pensacola Jr. College,TV station,stationindex,2018-08-02 14:55:24.612585,1
whbr.org,WHBR,FL,http://www.whbr.org/,,,,,TV station,stationindex,2018-08-02 14:55:24.612585,1
wjtc.com,WJTC,FL,http://www.wjtc.com/,,,,Newport Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
blabtv.com,WPAN,FL,http://www.blabtv.com/,,,,Franklin Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
winknews.com,WINK,FL,http://www.winknews.com/,,,,Fort Myers Broadcasting Company,TV station,stationindex,2018-08-02 14:55:24.612585,1
nbc-2.com,WBBH,FL,http://www.nbc-2.com/,,,,Waterman Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
wzvntv.com,WZVN,FL,http://www.wzvntv.com/,,,,Montclair Communications,TV station,stationindex,2018-08-02 14:55:24.612585,1
wgcu.org,WGCU,FL,http://www.wgcu.org/,,,,Florida Gulf Coast University,TV station,stationindex,2018-08-02 14:55:24.612585,1
fox4florida.com,WFTX,FL,http://www.fox4florida.com/,,,,Journal Broadcast Group,TV station,stationindex,2018-08-02 14:55:24.612585,1
wxcw.com,WXCW,FL,http://www.wxcw.com/,,,,Sun Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
wrxytv.com,WRXY,FL,http://www.wrxytv.com/,,,,,TV station,stationindex,2018-08-02 14:55:24.612585,1
wfsu.org,WFSU,FL,http://www.wfsu.org/,,,,Florida State University,TV station,stationindex,2018-08-02 14:55:24.612585,1
wtxl.com,WTXL,FL,http://www.wtxl.com/,,,,Southern Broadcast Corp/Calkins Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
wjhg.com,WJHG,FL,http://www.wjhg.com/,,,,Gray Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
wmbb.com,WMBB,FL,http://www.wmbb.com/,,,,Nexstar Media Group,TV station,stationindex,2018-08-02 14:55:24.612585,1
wuft.org,WUFT,FL,http://www.wuft.org/,,,,University of Florida,TV station,stationindex,2018-08-02 14:55:24.612585,1
wluf.tv,WLUF-LP,FL,http://www.wluf.tv/,,,,University of Florida,TV station,stationindex,2018-08-02 14:55:24.612585,1
wcjb.com,WCJB,FL,http://www.wcjb.com/,,,,Diversified Communications,TV station,stationindex,2018-08-02 14:55:24.612585,1
wogx.com,WOGX,FL,http://www.wogx.com/,,,,Fox Television Stations,TV station,stationindex,2018-08-02 14:55:24.612585,1
mygtn.tv,WGFL,FL,http://www.mygtn.tv/,,,,New Age Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
mypanhandle.com,WMBB,FL,mypanhandle.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892,1
sfltv.net,WSFL,FL,http://sfltv.net/,SFLCW,,http://www.facebook.com/SFLCW,Tribune,TV station,tribunemedia.com,2018-08-04 01:06:48.283394,1
mycbs4.com,WNBW,FL,http://mycbs4.com/,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
sbgi.net,WYME-CD-1,FL,http://www.sbgi.net,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
myfoxtallahassee.com,WTLF,FL,http://www.myfoxtallahassee.com/,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
wtwc40.com,WTWC,FL,http://www.wtwc40.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
azteca48.com,WWHB,FL,http://www.azteca48.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
cw34.com,WTVX,FL,http://www.cw34.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
cbs12.com,WPEC,FL,http://www.cbs12.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
wsbtv.com,WSB,GA,http://www.wsbtv.com/,,,,Cox Enterprises,TV station,stationindex,2018-08-02 14:55:24.612585,1
fox5atlanta.com,WAGA,GA,http://www.fox5atlanta.com/,,,,Fox Television Stations,TV station,stationindex,2018-08-02 14:55:24.612585,1
gpb.org,WGTV,GA,http://www.gpb.org/,,,,Georgia Public Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
11alive.com,WXIA,GA,http://www.11alive.com/,,,,Tegna Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
wpba.org,WPBA,GA,http://www.wpba.org/,,,,Atlanta Public Schools,TV station,stationindex,2018-08-02 14:55:24.612585,1
wgtatv.com,WGTA,GA,http://www.wgtatv.com/,,,,Marquee Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
myatltv.com,WATL,GA,http://www.myatltv.com/,,,,Tegna Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
cbsatlanta.com,WGCL,GA,http://www.cbsatlanta.com/,,,,Meredith Corporation,TV station,stationindex,2018-08-02 14:55:24.612585,1
watc.tv,WATC,GA,http://www.watc.tv/,,,,Carolina Christian Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
wret.org,WRET,GA,http://www.wret.org/,,,,,TV station,stationindex,2018-08-02 14:55:24.612585,1
wsav.com,WSAV,GA,http://www.wsav.com/,,,,Nexstar Media Group,TV station,stationindex,2018-08-02 14:55:24.612585,1
wtoctv.com,WTOC,GA,http://www.wtoctv.com/,,,,Raycom,TV station,stationindex,2018-08-02 14:55:24.612585,1
abc22tv.com,WJCL,GA,http://www.abc22tv.com/,,,,Piedmont Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
wctv6.com,WCTV,GA,http://www.wctv6.com/,,,,Gray Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
wswg.tv,WSWG,GA,http://www.wswg.tv/,,,,Gray Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
fox49.com,WTLH,GA,http://www.fox49.com/,,,,New Age Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
wrdw.com,WRDW,GA,http://www.wrdw.com/,,,,Gray Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
wfxg.com,WFXG,GA,http://www.wfxg.com/,,,,Southeastern Media Holdings,TV station,stationindex,2018-08-02 14:55:24.612585,1
13wmaz.com,WMAZ,GA,http://www.13wmaz.com/,,,,Tegna Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
fox24.com,WGXA,GA,http://www.fox24.com/,,,,Piedmont Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
wmgt.com,WMGT,GA,http://www.wmgt.com/,,,,Morris Multimedia,TV station,stationindex,2018-08-02 14:55:24.612585,1
58abc.com,WPGA,GA,http://www.58abc.com/,,,,Register Communications,TV station,stationindex,2018-08-02 14:55:24.612585,1
wgnm.com,WGNM,GA,http://www.wgnm.com/,,,,Christian Television Network,TV station,stationindex,2018-08-02 14:55:24.612585,1
wtvm.com,WTVM,GA,http://www.wtvm.com/,,,,Raycom,TV station,stationindex,2018-08-02 14:55:24.612585,1
wltz.com,WLTZ,GA,http://www.wltz.com/,,,,SagamoreHill Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
wxtx.com,WXTX,GA,http://www.wxtx.com/,,,,,TV station,stationindex,2018-08-02 14:55:24.612585,1
cbs46.com,WGCL,GA,http://www.cbs46.com/,cbs46,,https://www.facebook.com/CBS46,Meredith,TV station,meridith.com,2018-08-02 14:55:24.612585,1
peachtreetv.com,WPCH,GA,http://www.peachtreetv.com/,peachtreetv,,https://www.facebook.com/peachtreetv,Meredith,TV station,meridith.com,2018-08-02 14:55:24.612585,1
com wsavcw.com,WSAV,GA,wsav.com wsavcw.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892,1
wjbf.com,WJBF,GA,wjbf.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892,1
wrbl.com,WRBL,GA,wrbl.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892,1
wjcl.com,WJCL-TV,GA,http://wjcl.com/,wjcl_news,,https://www.facebook.com/WJCLNews,Hearst,TV station,hearst.com,2018-08-02 14:55:24.612585,1
wfxl.com,WFXL,GA,http://www.wfxl.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
wgxa.tv,WGXA,GA,http://www.wgxa.tv,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
foxsavannah.com,WTGS,GA,http://www.foxsavannah.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
khon.com,KHON,HI,http://www.khon.com/,,,,New Vision Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
kitv.com,KITV,HI,http://www.kitv.com/,,,,Hearst Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
kgmb.com,KGMB,HI,http://www.kgmb.com/,,,,Raycom Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
k5thehometeam.com,KFVE,HI,http://www.k5thehometeam.com/,,,,MCG Capital Corporation,TV station,stationindex,2018-08-02 14:55:24.612585,1
pbshawaii.org,KHET,HI,http://www.pbshawaii.org/,,,,Hawaii Public Telrvision,TV station,stationindex,2018-08-02 14:55:24.612585,1
hawaiinewsnow.com,KHNL,HI,http://www.hawaiinewsnow.com/,,,,Raycom,TV station,stationindex,2018-08-02 14:55:24.612585,1
kikutv.com,KIKU,HI,http://www.kikutv.com/,,,,Asian Media Group,TV station,stationindex,2018-08-02 14:55:24.612585,1
khon2.com,KHON,HI,khon2.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892,1
woitv.com,WOI,IA,http://www.woitv.com/,,,,Capital Communications,TV station,stationindex,2018-08-02 14:55:24.612585,1
kcci.com,KCCI,IA,http://www.kcci.com/,,,,Hearst Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
iptv.org,KDIN,IA,http://www.iptv.org/,,,,Iowa Public Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
whotv.com,WHO,IA,http://www.whotv.com/,,,,"Local TV, LLC",TV station,stationindex,2018-08-02 14:55:24.612585,1
kpwb.com,KCWI,IA,http://www.kpwb.com/,,,,Pappas Telecasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
kgan.com,KGAN,IA,http://www.kgan.com/,,,,Sinclair,TV station,stationindex,2018-08-02 14:55:24.612585,1
kwwl.com,KWWL,IA,http://www.kwwl.com/,,,,Raycom,TV station,stationindex,2018-08-02 14:55:24.612585,1
kcrg.com,KCRG,IA,http://www.kcrg.com/,,,,Cedar Rapids Television Company,TV station,stationindex,2018-08-02 14:55:24.612585,1
kfxa.tv,KFXA,IA,http://www.kfxa.tv/,,,,Second Generation of Iowa,TV station,stationindex,2018-08-02 14:55:24.612585,1
fox2840.com,KFXB,IA,http://www.fox2840.com/,,,,Christian Television Corporation,TV station,stationindex,2018-08-02 14:55:24.612585,1
kwqc.com,KWQC,IA,http://www.kwqc.com/,,,,Gray Television,TV station,stationindex,2018-08-02 14:55:24.612585,1
kljb.com,KLJB,IA,http://www.kljb.com/,,,,Grant Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
kgcwtv.com,KGCW,IA,http://www.kgcwtv.com/,,,,Burlington Television Acquisition,TV station,stationindex,2018-08-02 14:55:24.612585,1
my16.tv,WBQD-LP,IA,http://www.my16.tv/,,,,Venture Technologies Group,TV station,stationindex,2018-08-02 14:55:24.612585,1
kimt.com,KIMT,IA,http://www.kimt.com/,,,,Nexstar Media Group,TV station,stationindex,2018-08-02 14:55:24.612585,1
weareiowa.com,WOI,IA,weareiowa.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892,1
siouxlandproud.com,KCAU,IA,siouxlandproud.com,,,,Nexstar,TV station,nexstar.tv,2018-08-02 20:31:06.425892,1
cbs2iowa.com,KGAN,IA,http://www.cbs2iowa.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
fox28iowa.com,KFXA,IA,http://fox28iowa.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
kdsm.com,KDSM,IA,http://www.kdsm.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
ktvo.com,KTVO,IA,http://ktvo.com/,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
siouxlandnews.com,KMEG,IA,http://www.siouxlandnews.com/,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
idahoptv.org,KCDT,ID,http://www.idahoptv.org/,,,,Idaho State Board of Education,TV station,stationindex,2018-08-02 14:55:24.612585,1
kivitv.com,KIVI,ID,http://www.kivitv.com/,,,,Journal Broadcast Group,TV station,stationindex,2018-08-02 14:55:24.612585,1
ktvb.com,KTVB,ID,http://www.ktvb.com/,,,,Tegna Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
fox9now.com,KNIN,ID,http://www.fox9now.com/,,,,Journal Communications,TV station,stationindex,2018-08-02 14:55:24.612585,1
localnews8.com,KIDK,ID,http://www.localnews8.com/,,,,VistaWest Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
kpvi.com,KPVI,ID,http://www.kpvi.com/,,,,Sunbelt Communications,TV station,stationindex,2018-08-02 14:55:24.612585,1
state.id.us,KISU,ID,http://idptv.state.id.us/,,,,"State Board of Education, Stateof Idaho",TV station,stationindex,2018-08-02 14:55:24.612585,1
kfxp.com,KFXP,ID,http://www.kfxp.com/,,,,Compass Communications,TV station,stationindex,2018-08-02 14:55:24.612585,1
kmvt.com,KMVT,ID,http://www.kmvt.com/,,,,Neuhoff Family,TV station,stationindex,2018-08-02 14:55:24.612585,1
ksawtv.com,KSAW-LP,ID,http://www.ksawtv.com/,,,,Journal Broadcast Group,TV station,stationindex,2018-08-02 14:55:24.612585,1
cwtreasurevalley.com,KYUU,ID,http://www.cwtreasurevalley.com,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
kboi2.com,KBOI,ID,http://www.kboi2.com/,,,,Sinclair,TV station,sbgi.net,2018-08-02 14:55:24.612585,1
nbcchicago.com,WMAQ,IL,http://www.nbcchicago.com/,,,,NBC Universal,TV station,stationindex,2018-08-02 14:55:24.612585,1
abc7chicago.com,WLS,IL,http://www.abc7chicago.com/,,,,ABC,TV station,stationindex,2018-08-02 14:55:24.612585,1
wttw.com,WTTW,IL,http://www.wttw.com/,,,,Window to the World Communications,TV station,stationindex,2018-08-02 14:55:24.612585,1
wycc.org,WYCC,IL,http://www.wycc.org/,,,,City Colleges of Chicago,TV station,stationindex,2018-08-02 14:55:24.612585,1
metvnetwork.com,WWME-CD,IL,http://metvnetwork.com/,,,,Weigel Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
wciu.com,WCIU,IL,http://www.wciu.com/,,,,Weigel Broadcasting,TV station,stationindex,2018-08-02 14:55:24.612585,1
fox32chicago.com,WFLD,IL,http://www.fox32chicago.com/,,,,Fox Television Stations,TV station,stationindex,2018-08-02 14:55:24.612585,1
telemundochicago.com,WSNS,IL,http://www.telemundochicago.com/,,,,NBC Universal,TV station,stationindex,2018-08-02 14:55:24.612585,1
wsiltv.com,WSIL,IL,http://www.wsiltv.com/,,,,,TV station,stationindex,2018-08-02 14:55:24.612585,1
wsiu.org,WSIU,IL,http://www.wsiu.org/,,,,Southern Illinois University,TV station,stationindex,2018-08-02 14:55:24.612585,1
tct-net.org,WTCT,IL,http://www.tct-net.org/,,,,Tri-State Christian TV,TV station,stationindex,2018-08-02 14:55:24.612585,1
uiuc.edu,WILL,IL,http://www.will.uiuc.edu/tv/,,,,University of Illinois,TV station,stationindex,2018-08-02 14:55:24.612585,1
wsec.org,WSEC,IL,http://www.wsec.org/,,,,West Central Illinois Educational Telecommunications,TV station,stationindex,2018-08-02 14:55:24.612585,1
wics.com,WICD,IL,http://www.wics.com/,,,,Sinclair,TV station,stationindex,2018-08-02 14:55:24.612585,1
wandtv.com,WAND,IL,http://www.wandtv.com/,,,,Block Communications,TV station,stationindex,2018-08-02 14:55:24.612585,1
centralillinoiscw.com,WBUI,IL,http://www.centralillinoiscw.com/,,,,Gocom Media,TV station,stationindex,2018-08-02 14:55:24.612585,1
wrsptv.com,WCCU,IL,http://www.wrsptv.com/,,,,,TV station,stationindex,2018-08-02 14:55:24.612585,1
wcfn.tv,WCFN,IL,http://www.wcfn.tv/,,,,Nexstar,TV station,stationindex,2018-08-02 14:55:24.612585,1
weiu.net,WEIU,IL,http://www.weiu.net/,,,,Eastern Illinois University,TV station,stationindex,2018-08-02 14:55:24.612585,1
whbf.com,WHBF,IL,http://www.whbf.com/,,,,Coronet Communications,TV station,stationindex,2018-08-02 14:55:24.612585,1
wqad.com,WQAD,IL,http://www.wqad.com/,,,,"Local TV, LLC",TV station,stationindex,2018-08-02 14:55:24.612585,1
wqpt.org,WQPT,IL,http://www.wqpt.org/,,,,Black Hawk College,TV station,stationindex,2018-08-02 14:55:24.612585,1
